,Unnamed: 0,REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW MONTH,REVIEW YEAR,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE,text_translated,topic_LDA,topic_NMF
3930,3930,2226,Trip Advisor,Kaleshkumar,7/28/2015,July,2015,?Very Peaceful Place?,"This Temple is managed by ISKCON. It is a very peaceful and calm place. There is a free normal darshan and paid special darshan. Opt for the paid special darshan and you dont have to stand in the long queue. For the amount you pay for the special darshan, you can choose their publications and you will get special prasad. There is a mini market inside the temple on your way out. You can shop for ready to eat food items, publications of ISKCON, Mementos and organic food stuff. There is even a 100% vegetarian fine dining restaurant which will amaze you!",5,POSITIVE,temple managed iskcon peaceful calm place free normal darshan paid special darshan opt paid special darshan stand long queue amount pay special darshan choose publication special prasad mini market inside temple shop ready eat food item publication iskcon memento organic food stuff vegetarian fine dining restaurant amaze,1,0
3931,3931,2235,Trip Advisor,Raghuram P,8/19/2015,August,2015,?More Commercial and Less Divine?,This temple is more commercial than divinity. The temple is meant for people to pray not to see the fancy aspect of god.,2,NEGATIVE,temple commercial divinity temple meant pray fancy aspect god,0,0
3932,3932,2350,Trip Advisor,plpalani,10/4/2015,October,2015,Amazing temple,This temple is much different from the other ISKCON temples I have visited. This is a blend of South and regulat ISKCON architecture. There are many Perumal sannidhis like in any South Indian temples. But the main Radha Krishna- Chandra idols are like in other ISKCON temples. There are too many shops inside the main temple.... One is forced to go through all of them. But over all a great experience http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r316022434-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#,5,POSITIVE,temple different iskcon temple visited blend south regulat iskcon architecture perumal sannidhis south indian temple radha krishna chandra idol iskcon temple shop inside temple forced great experience httpwwwtripadvisorinshowuserreviewsg297628d325162r316022434iskcon_sri_radha_krishna_chandra_templebengaluru_bangalore_karnatakahtml,3,0
3933,3933,3178,Trip Advisor,yours_vikram,7/22/2016,July,2016,Nice visit,This temple is nice and has good architecture. You get a very soothing feeling when you visit. You feel so relaxed...,5,POSITIVE,temple nice architecture soothing feeling visit feel relaxed,2,3
3934,3934,966,Trip Advisor,HerrSuman,2/5/2015,February,2015,really nice temple,"This temple is not very traditional and old temple but modern and new temple, visiting temple, watching aarti is nice experience.",5,POSITIVE,temple traditional temple modern temple visiting temple watching aarti nice experience,3,0
3935,3935,5017,Trip Advisor,gulshan r,5/30/2017,May,2017,Spiritual developed,"This temple is of lord Krishna is good to see on Krishna janmasthami, lot of devotees r there to see god",5,POSITIVE,temple lord krishna krishna janmasthami lot devotee r god,2,1
3936,3936,4393,Trip Advisor,chilla2015,3/7/2017,March,2017,PLEASANT,This temple is one of the best ISKCON I have ever seen before...great ambiance and service. Must visit place in Bangalore,5,POSITIVE,temple iskcon beforegreat ambiance service visit place bangalore,3,4
3937,3937,1858,Trip Advisor,bhushanks,2/18/2015,February,2015,Brand Krsna,"This temple is one of the earliest examples of successful commerce being promoted under religion that I have witnessed. To be fair, many other temples are just as crowded and reeking of money today. I have seen a few Birla Mandirs and the Swamynarayan Temple at Ahmedabad - two examples that came to mind, which are clean, orderly and peaceful with very little evidence of the importance of money. But if you look at the other reviews here, you will notice that they too have felt it is a commercial place like a mall, or a place of entertainment where you can also buy things. Somehow, every religion seems to popularize the notion that spending your money at places of worship is of paramount importance to reinforce your spirituality. Currently I pass before this temple almost every day and am witness to the number of gullibles trudging up the steps. Someone is selling it to them as a tourist destination of religious importance. Big time. I can only say this temple has arrived a long time ago and is still selling.",3,NEGATIVE,temple earliest example successful commerce promoted religion witnessed fair temple crowded reeking money today birla mandirs swamynarayan temple ahmedabad example mind clean orderly peaceful evidence importance money review notice felt commercial place mall place entertainment buy thing religion popularize notion spending money place worship paramount importance reinforce spirituality currently pas temple day witness number gullibles trudging step selling tourist destination religious importance big time temple arrived long time ago selling,0,0
3938,3938,4159,Trip Advisor,funnkyram89,2/1/2017,February,2017,Clean and nice,This temple is one of the must see places in Bangalore which is so clean and well maintained temple it's a nice place to meditate at times. Overall a nice place wit all the requirements,5,POSITIVE,temple place bangalore clean maintained temple nice place meditate time nice place wit requirement,2,3
3939,3939,4443,Google + HK HILL,Akhil Dara,3/12/2017,March,2017,,This temple is one of the must visit place in Bangalore. Everyone should definitely watch the glory of the temple,5,POSITIVE,temple visit place bangalore definitely watch glory temple,3,4
3940,3940,2541,Trip Advisor,Deepak S,1/18/2016,January,2016,Beautiful temple on top of a small hill,This temple is one of the must visit places in bangalore for its unique beauty and arrangements. The temple is located on top a hill and the view of the surroundings from the temple is awesome.,4,POSITIVE,temple visit place bangalore unique beauty arrangement temple located top hill view surroundings temple awesome,3,4
3941,3941,3415,Trip Advisor,Nishan Shetty,7/13/2016,July,2016,,"This Temple is purely a ""Heaven"" to all the Hindus..",5,POSITIVE,temple purely heaven hindu,3,0
3942,3942,5332,Google + HK HILL,Siddharth 766,7/5/2017,July,2017,,This temple is really good especially on the top the view is amazing and course it is the worship place of Lord Krishna,5,POSITIVE,temple especially top view amazing course worship place lord krishna,2,2
3943,3943,3487,Google + HK HILL,Durgesh Jaiswal,8/26/2016,August,2016,,This temple is really special to me. Gives peace of mind. The pooja performed here is a treat to eyes. The view of ba...,5,POSITIVE,temple special peace mind pooja performed treat eye view ba,3,0
3944,3944,3067,Trip Advisor,Praveen D,7/3/2016,July,2016,nice temple,This temple is situated at a height and a place for really a great view of Bangalore. Temple ambience is really great like other ISKCON temples and the same with Lord Krishna Idol. Eateries at end are also mouth watering and in well hygienic conditions.,4,POSITIVE,temple situated height place great view bangalore temple ambience great iskcon temple lord krishna idol eatery end mouth watering hygienic condition,3,0
3945,3945,1274,Trip Advisor,kumaresanams,7/29/2013,July,2013,Marble temple of Lord Krishna,"This temple is situated in West of chord road near Yeshwanthapur and is maintained by ISKCON ,FULL OF MARBLE FLOORING AND IDOLS OF MARBLE in the temple situated in a hilly height . The cars are plying right upto to the foot of the small hill top temple. Neat and clean to international standard ,the worshippers are visiting throughout the year and this is one of the regular visits by residents,tourists of Indian and International origin. Worth seeing the Hindu temple ,adoring deities of Lord Krishna,Radha,Venkateshwara ,Rama ,Sita and along with Anjaneya and many other deities. Food is freely served during Lunch and prashadams (snacks of temple ) is available on purchase. Preferable to go before 11am and visit after 5 pm till 8 30 pm. It seems that The temple closes by 12 noon for four hours",4,POSITIVE,temple situated west chord road yeshwanthapur maintained iskcon full marble flooring idol marble temple situated hilly height car plying upto foot small hill top temple neat clean international standard worshipper visiting year regular visit residentstourists indian international origin worth hindu temple adoring deity lord krishnaradhavenkateshwara rama sita anjaneya deity food freely served lunch prashadams snack temple available purchase preferable 11am visit pm till pm temple close noon hour,3,0
3946,3946,233,Trip Advisor,gmnmehta,9/2/2014,September,2014,ISKCON Sri Radha Krishna Templ,this temple is situated on the hare krishna hills in the rajajinagar west of chord road near yeshwantpur railway station this is one of the finest krishna temple in india and must visit if you are in the bangalore they serve very good veg satvik food,5,POSITIVE,temple situated hare krishna hill rajajinagar west chord road yeshwantpur railway station finest krishna temple india visit bangalore serve veg satvik food,3,1
3947,3947,3725,Trip Advisor,Meera a,11/22/2016,November,2016,Over rated,"This temple is surely not for a non-beleiver. We went there in the evening, but we were not able to visit the temple without participating a crowdy ""pooja"". It is not a good practice, if the temple is for all kinds of visitors.",2,NEGATIVE,temple surely nonbeleiver evening visit temple participating crowdy pooja practice temple kind visitor,3,0
3948,3948,4272,Trip Advisor,Jaggu D,2/15/2017,February,2017,Best place ever....,This temple is the best place to relax your mind and eat some food and if u don't have money they'll provide a tasty prasad best prasad i have ever tasted :),5,POSITIVE,temple place relax mind eat food u money theyll provide tasty prasad prasad tasted,0,2
3949,3949,4284,Trip Advisor,889muralik,2/22/2017,February,2017,Modern Sri Krishna Temple,"This temple is the best place to relax your mind, the main temple is so peaceful with chanting of Hare Krishna !! Hare Krishna !! Krishna Krishna Hare Hare !! .. The bhajans are so devotional , poojas/aarathis are great. You get positive vibes while chanting in the main hall. A must visit place in Bangalore. At the time of krishnastami the place is really good and packed with devotees with lots of chanting s. Its clean and well maintained/organized. Do visit.",4,POSITIVE,temple place relax mind temple peaceful chanting hare krishna hare krishna krishna krishna hare hare bhajans devotional poojasaarathis great positive vibe chanting hall visit place bangalore time krishnastami place packed devotee lot chanting clean maintainedorganized visit,2,1
3950,3950,3246,Facebook,Pratha Jhawar,8/26/2016,August,2016,,"This temple is the best Temple I have ever seen, but it is highly commercialized.",4,MIXED,temple temple highly commercialized,0,0
3951,3951,5447,Trip Advisor,arunmanir,7/10/2017,July,2017,Wow temple to visit in bangalore,"This temple is the one of best place in Bangalore, go at night to see the view of this temple in very good glow with lights. Food also nice to taste once.",5,POSITIVE,temple place bangalore night view temple glow light food nice taste,0,3
3952,3952,5345,Trip Advisor,sacsonu143,7/9/2017,July,2017,Commercial temple,"This temple is too much commercial. When you enter, they will ask for special ticket. Inside temple, they sell Books and Prasadam. A team will be waiting for you to ask for donations. The moment you start coming out, you will find huge market with costly items for sale including food items. You can spend time shopping and trying multiple food items.",3,NEGATIVE,temple commercial enter special ticket inside temple sell book prasadam team waiting donation moment start coming find huge market costly item sale including food item spend time shopping multiple food item,0,0
3953,3953,946,Trip Advisor,omesh24,1/29/2015,January,2015,holy and cheerful,This temple is typical ISKCON style temple. very good quite place. I visit here almost once in 2 weeks.,5,POSITIVE,temple typical iskcon style temple place visit week,3,0
3954,3954,242,Trip Advisor,T_Senaratne,8/15/2014,August,2014,A large beautiful Hindu temple,This temple is very beautiful and one of the few large temples I have visited. Worth a visit to this holy place of worship.,5,POSITIVE,temple beautiful large temple visited worth visit holy place worship,3,0
3955,3955,1581,Trip Advisor,shruti719,9/2/2014,September,2014,made in a very different way,"This temple is very different in a way that is it is made in ascending order. like when u start from 108 manka mala first temple is Narsingh avtar then one more temple of vishnu avtara and then Tirupati Balaji then you will reach to the main temple where Krishna is sitting with Radha and Balaram and his friends. paintings on the roof are amazing and mandir is very well maintained. I have seen Iskon from Vrindavan but comparative to that this is very spacious. prasad they give is also very tasty and whatever north indian pooja book you are not getting in Bangalore, you will get there. so my experience was good. I prefer to go again. Visited March 2014",4,POSITIVE,temple different made ascending order u start manka mala temple narsingh avtar temple vishnu avtara tirupati balaji reach temple krishna sitting radha balaram friend painting roof amazing mandir maintained iskon vrindavan comparative spacious prasad give tasty north indian pooja book bangalore experience prefer visited march,3,0
3956,3956,5020,Trip Advisor,maheshpraki,6/2/2017,June,2017,the holy temple,this temple is very famous and we like to spend some time with family when we come to Bangalore on trip,5,POSITIVE,temple famous spend time family bangalore trip,0,4
3957,3957,469,Trip Advisor,mhuraly,7/29/2013,July,2013,Krishna Temple.,"This temple is very famous in Bangalore & the temple is situated near mahalakshmi layout, One has to climb stairs (very few), But never miss this temple.",4,POSITIVE,temple famous bangalore temple situated mahalakshmi layout climb stair miss temple,3,0
3958,3958,2155,Trip Advisor,rahulrk2014,7/1/2015,July,2015,Grand Temple-Must Visit,This temple is very huge. It is spread over in wide area and lot of walking is involved. It has number of small small temples all around. It has parking also. One must be careful to reach the temple only during open time since the Main Gates remain closed One just can not enter. The laddoos available there are very tasty.,3,POSITIVE,temple huge spread wide area lot walking involved number small small temple parking careful reach temple open time gate remain closed enter laddoos available tasty,1,0
3959,3959,3156,Trip Advisor,runjala,7/18/2016,July,2016,Preplan your visit,This temple is very peaceful place to visit but it has certain time slots to visit.So you need to keep traffic in mind while planning.Saturday's & Sunday's are very favorable days to visit due to It's off peak traffic.,5,POSITIVE,temple peaceful place visit time slot visitso traffic mind planningsaturdays sunday favorable day visit due peak traffic,2,4
3960,3960,3747,Trip Advisor,Harshit J,11/29/2016,November,2016,Inner Peace amongst the crowd..,This temple is well known among the devotees of Krishna. Has been maintained well and neat. Crowded almost anytime of the day. Also to note is the huge line up of decent food stalls while coming out after darshan. The khichdi served as prasad is quite nice too.,4,POSITIVE,temple devotee krishna maintained neat crowded anytime day note huge line decent food stall coming darshan khichdi served prasad nice,1,3
3961,3961,3136,Trip Advisor,manishnene2016,7/12/2016,July,2016,Pleasant Visit,This temple is worth a visit .being from a different religion I was lucky to come to visit early on a non crowded day i was amazed to see the passion with which people worshipped here with dhol n chants,5,POSITIVE,temple worth visit different religion lucky visit early crowded day amazed passion worshipped dhol n chant,1,4
3962,3962,1702,Trip Advisor,ramachandranar,12/1/2014,December,2014,The Wonderful attraction,"This temple known for its grand architecture and a vast area that too ituated in a hill in west bangalore is dedicated to Lord Krishna.Poojas are onducted daily as per sastras. Gokulashtami celebrations are conducted in a grand manner and millions of devotees throng the temple everyday. This is one of the most attractive tourist places, where you can spend more than a couple of hours. There are shops and restaurants where people can spend time not to speak of the various articles likeRudrakshas,idols, books and agarbathis on sale.",5,POSITIVE,temple grand architecture vast area ituated hill west bangalore dedicated lord krishnapoojas onducted daily sastras gokulashtami celebration conducted grand manner million devotee throng temple everyday attractive tourist place spend couple hour shop restaurant spend time speak article likerudrakshasidols book agarbathis sale,0,0
3963,3963,5030,Trip Advisor,Ria110494,6/6/2017,June,2017,A Temple cum Mall,"This temple looked more like a small mall to me than a temple. As you enter you will have to undergo severe layers of checking and after that you have to climb many stairs to reach the main temple. Once you have had the darshan you will be made to walk through all the different stalls they have which became tiresome for my aged parents. You will also be given prasad after you finally come out of the temple. The main shrine is however beautiful and you can offer pushpanjali also by paying some amount. The time we went the temple was very crowded however the management was good and we did not face much issue. Also by buying some special darshan tickets you can opt for skipping the crowd. Another thing the temple had a dress code board on display which said ladies wearing only saree, salwar or kurti would be allowed in....however we found ladies wearing jeans also going (though they were few in number).....however one girl wearing three-fourth was stopped at the entrance.",4,NEUTRAL,temple looked small mall temple enter undergo severe layer checking climb stair reach temple darshan made walk different stall tiresome aged parent prasad finally temple shrine beautiful offer pushpanjali paying amount time temple crowded management face issue buying special darshan ticket opt skipping crowd temple dress code board display lady wearing saree salwar kurti allowed inhowever found lady wearing jean numberhowever girl wearing threefourth stopped entrance,1,0
3964,3964,5288,Trip Advisor,Jayabhat,7/2/2017,July,2017,Beautiful Temple of Lord Krishna,This temple of Lord Krishna is Beautiful. The architecture is awesome. You would feel peaceful. There is option for some shopping and food.,5,POSITIVE,temple lord krishna beautiful architecture awesome feel peaceful option shopping food,2,0
3965,3965,623,Trip Advisor,Ramkidevaki,4/2/2014,April,2014,Lord Krishna Palace,This temple one of the biggest temple i have seen in chain of ISKON temples i ever seen. It is holy place. One should see Pallaki Seva of Lord Krishna It is really amazing. I have participated in Pallaki seva and i cannot forget that day in my life.,5,POSITIVE,temple biggest temple chain iskon temple holy place pallaki seva lord krishna amazing participated pallaki seva forget day life,3,0
3966,3966,1889,Trip Advisor,n_mukesh,2/25/2015,February,2015,Peace of Mind,"This temple provides peace of mind. There are 3 levels to reach the main temple. There are proper queue and enough space. Attending aarti in the evening is loud but provides peace of mind. The parking may not be enough on festive days. After the main temple there are array of shops selling soveniers and food items. Guess, they could have provided place to sit and eat. Therefore people sit on floor and results in unclean floors, especially with food stuff. You can also relax outside the main temple in the premises. It is definitely peace of mind place.",5,POSITIVE,temple peace mind level reach temple proper queue space attending aarti evening loud peace mind parking festive day temple array shop selling soveniers food item guess provided place sit eat sit floor result unclean floor especially food stuff relax temple premise definitely peace mind place,1,0
3967,3967,5159,Trip Advisor,Prabhat S,6/16/2017,June,2017,Hare Krishna Hare Rama,"This temple, like any other ISKCON temple, is beautiful. Queues are minimum but gets little crowded during weekends. Prasad is awesome. One starts chanting ""Hare Krishna Hare Rama' as soon as one gets inside",5,POSITIVE,temple iskcon temple beautiful queue minimum crowded weekend prasad awesome start chanting hare krishna hare rama inside,1,1
3968,3968,2947,Trip Advisor,Bhavin.P. S,6/10/2016,June,2016,One of the Major attractions on Bengaluru,"This temple, when built was one of the trendsetters of modern bangalore. Situated on a hill and very well maintained, it is a must visit place in bangalore.",4,POSITIVE,temple built trendsetters modern bangalore situated hill maintained visit place bangalore,3,4
3969,3969,3860,Google + HK HILL,Sai Kiran T,12/18/2016,December,2016,,This the best temple in Bangalore you can visit,5,POSITIVE,temple bangalore visit,3,4
3970,3970,4288,Trip Advisor,jepun35,2/23/2017,February,2017,"Tourists, go your way ...",This visit is of little interest. There are ancient temples much nicer in other cities.,2,NEUTRAL,visit interest ancient temple nicer city,3,4
3971,3971,250,Trip Advisor,akshayprabhu2005,8/20/2014,August,2014,A long way to see Lord Krishna,"This visit was a visit to the temple after about 12 years. a lot has changed, long lines of people, too much wait to get to the top. The main temple of lord krishna is now fully decorated with the yellow metal which is a stunning view that mesmerises the devotees. the ambience is truly wonderful and one gets dissolved in atmosphere inside. The gift shop and food stalls are now like a local market in the basement floors and is a place of total chaos! Visited August 2014",4,MIXED,visit visit temple year lot changed long line wait top temple lord krishna fully decorated yellow metal stunning view mesmerises devotee ambience wonderful dissolved atmosphere inside gift shop food stall local market basement floor place total chaos visited august,1,0
3972,3972,2260,Trip Advisor,Jackolope,8/21/2015,August,2015,?Interesting to see how they worship?,This was a very interesting Hindu temple. You have to go barefoot though the temple so be aware of that ahead of time. They tried to convert us and once we figured it out we moved forward but overall very beautiful architecture and statues. There are about 5 shops you have to go though as the exit which is why I am giving it 3 stars. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r301866783-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#,3,MIXED,interesting hindu temple barefoot temple aware ahead time convert figured moved forward beautiful architecture statue shop exit giving star httpwwwtripadvisorinshowuserreviewsg297628d325162r301866783iskcon_sri_radha_krishna_chandra_templebengaluru_bangalore_karnatakahtml,0,0
3973,3973,336,Trip Advisor,GurinderGulati,11/24/2014,November,2014,Wonderful Experience,This was amazing experience. I went to temple early morning and saw the first arti at temple. Experience was excellent!,5,POSITIVE,amazing experience temple early morning arti temple experience excellent,1,0
3974,3974,1002,Trip Advisor,avecdce,12/30/2014,December,2014,Great Temple!!,"This was first time i visited an ISKCON temple. I was breath-taken by the its beauty. As one goes inside one is mesmerized by the beauty, size and peace the temple offers. There is inhouse cafe which is also good. A must visit in Bengaluru.",5,POSITIVE,time visited iskcon temple breathtaken beauty inside mesmerized beauty size peace temple offer inhouse cafe visit bengaluru,3,0
3975,3975,1182,Trip Advisor,shoubhik,1/5/2013,January,2013,peacefull and devotional,"This was my 2nd visit to the temple.. last time it took us 45mins to rush through the whole thing.. this time I took over an hour.. I went with my friend and spent some peaceful time there. ample parking space. there was a hotel which is maintained by ISKCON.. u need to have membership to stay in it..we entered the temple after depositing our shoes. photography isn't allowed inside the temple.. although u can take as many once you are out..to get inside u need to follow a line.. first u need to chant aloud ""hare hare Krishna Krishna, Krishna Krishna hare hare"" 108 times.. for that you are given a leaflet in which the following words are written in all the Indian languages and also English. next u need to stand on a tile and move on chanting once per tile.. so there are 108 tiles before you enter.. this is the only ""rate limiting"" area if you are in a hurry.. so if you are in a hurry, your ""hare"" starts sounding like ""hurry""..:Pnext we entered the huge temple.. it's brilliant inside.. the frescoes on the ceiling are breath taking.. there's an area inside the temple where you are allowed to sit for as long as you want.. we reached around 4:30 and waited till 6:30 for the ""arati"".. don't miss the arati.. it's beautiful..:)next we got out.. there's only one way to get out from inside the temple.. it's necessary to go through the devotional market selling devotional art and merchandise.. as you go out you are given ""Prasad"". the temple looks beautiful at night..",4,POSITIVE,2nd visit temple time 45mins rush time hour friend spent peaceful time ample parking space hotel maintained iskcon u membership stay itwe entered temple depositing shoe photography allowed inside temple u outto inside u follow line u chant aloud hare hare krishna krishna krishna krishna hare hare time leaflet word written indian language english u stand tile move chanting tile tile enter rate limiting area hurry hurry hare start sounding hurrypnext entered huge temple brilliant inside fresco ceiling breath taking area inside temple allowed sit long reached waited till arati miss arati beautifulnext inside temple devotional market selling devotional art merchandise prasad temple beautiful night,1,1
3976,3976,569,Trip Advisor,BalaHier,4/3/2013,April,2013,Best Place for seeking calmnes,"This was my first visit to Iskcon temple. Right from the time i stepped in the temple, the mind became calmer and calmer and the tensions just evaporated. Would strongly advise a visit to this place for seeking calmness. The idols placed there are also marvellous, just cannot take your eyes off them.",5,POSITIVE,visit iskcon temple time stepped temple mind calmer calmer tension evaporated strongly advise visit place seeking calmness idol marvellous eye,2,4
3977,3977,660,Trip Advisor,Kumarrrp,5/8/2014,May,2014,Never seen such a magnificent,This was our first visit to an ISKCON temple. The experience was soul thrilling and recommend others to attend the early morning prayers. We attended all the three prayers one after another in all three temples and were lucky enough to attend the Sh Narsimha bhagwan Abhishake. The temple is situated on top of a little hillock and is very beautifully built.,5,POSITIVE,visit iskcon temple experience soul thrilling recommend attend early morning prayer attended prayer temple lucky attend sh narsimha bhagwan abhishake temple situated top hillock beautifully built,3,0
3978,3978,2218,Trip Advisor,JAZmvl,7/27/2015,July,2015,?Must see?,This was probably the best temple we visited on our trip. It's not a short visit but well worth the time and money. The actual temple is amazing and after there were stalls and food for purchase.,5,POSITIVE,probably temple visited trip short visit worth time money actual temple amazing stall food purchase,0,0
3979,3979,255,Trip Advisor,Vijay_Kotak,5/29/2014,May,2014,Hare Rama Hare Krishna in Huge,This was the biggest ISKON temple so far I have visited. Very peaceful and clean and lot of steps. Temple with many shopping and food options. It has nice restaurant with good food. One more restaurant is in the campus with buffet option.,4,POSITIVE,biggest iskon temple visited peaceful clean lot step temple shopping food option nice restaurant food restaurant campus buffet option,0,0
3980,3980,1113,Trip Advisor,uspatel,2/20/2015,February,2015,great spiritual place........,"This was the first destination taken up by our bangaluru darshan bus booked via seabird. The place is great but inside photograhy is not allowed though it offers enough scope from outside. You can sit in the main hall which is all laminated with golden metal from inside. Lots of spiritual books, calander, diaries and toys for children can be purchased. A must visit point in banagaluru.",4,POSITIVE,destination bangaluru darshan bus booked seabird place great inside photograhy allowed offer scope sit hall laminated golden metal inside lot spiritual book calander diary toy child purchased visit point banagaluru,1,2
3981,3981,223,Trip Advisor,Voldermort23,8/9/2014,August,2014,very interesting,"This was the first temple i visited and subsequently went back 3 times. It is free entry - follow the locals not the tourist route if you want a real experience, take time to read the signs it will help you to understand what the temple represents. Visited September 2013",5,POSITIVE,temple visited subsequently back time free entry follow local tourist route real experience time read sign understand temple represents visited september,1,0
3982,3982,241,Trip Advisor,adarsh_devan,8/10/2014,August,2014,Elegant!,"This was the first temple i visited and subsequently went back 3 times. It is free entry - follow the locals not the tourist route if you want a real experience, take time to read the signs it will help you to understand what the temple represents. Visited September 2013",5,POSITIVE,temple visited subsequently back time free entry follow local tourist route real experience time read sign understand temple represents visited september,1,0
3983,3983,4605,Trip Advisor,Nitish M,4/10/2017,April,2017,Evening at Bangalore iskcon temple,This year January i went to iskcon temple with my parents.it is wonderful place for with a beautiful temple.After visiting temple there are shops on the exit where you can buy products sold at good price.,4,POSITIVE,year january iskcon temple parentsit wonderful place beautiful templeafter visiting temple shop exit buy product sold price,0,0
3984,3984,4464,Trip Advisor,browsinthru,3/18/2017,March,2017,Tourist spot cum religious attraction par excellence,"those who have seen the Jain temples of India with their impeccably kept manner, their cleanliness, would love the ISKCON premises.Very systemically designed by the best brains of the country they are a welcome site to visit many times over.The fact that they are welcome to people from all religions is a point in their favor unlike certain other temples...a must visit... P.S.they are trail blazers in having a fan following on Facebook twitter etc all",5,POSITIVE,jain temple india impeccably manner cleanliness love iskcon premisesvery systemically designed brain country welcome site visit time overthe fact welcome religion point favor unlike templesa visit psthey trail blazer fan facebook twitter,0,4
3985,3985,780,Trip Advisor,Jeet S,4/3/2015,April,2015,ISKCON Temple is a nice place,"Those who know ISKCON and those who don't, Bengaluru Temple is very nice. You literally feel rejuvenated once you visit here.",5,POSITIVE,iskcon bengaluru temple nice literally feel rejuvenated visit,2,3
3986,3986,785,Trip Advisor,sujaashwin,2/12/2013,February,2013,blissful ..,"though ISKCON temple is become very commericialised .. & ppl there are very biased (i.e, if u pay 100rs per person u get a spcl darshan) but the moment u reach the sanctum ur truly taken into a blissful mood . the only thing that u keep humming would be the ""hare krishna"" mantra",4,MIXED,iskcon temple commericialised ppl biased u pay 100rs person u spcl darshan moment u reach sanctum ur blissful mood u humming hare krishna mantra,1,1
3987,3987,2351,Trip Advisor,UdhayakumarG,10/5/2015,October,2015,Shopping Mall and Restaurant,"Though it is a spiritual place, it is more like a tourist spot and a shopping mall. Don't understand, this one is for devoting us to Lord Krishna or a business center.",3,NEGATIVE,spiritual place tourist spot shopping mall understand devoting lord krishna business center,0,2
3988,3988,2313,Trip Advisor,BalaMaheshwaran,9/9/2015,September,2015,?Divine place to go in evening?,"Though it takes more time to reach the place because of traffic, once you enter the place you feel relaxed and happy. Late evening is the best time to visit the place, chant mantras and immense yourself with divine feelings.",3,POSITIVE,take time reach place traffic enter place feel relaxed happy late evening time visit place chant mantra immense divine feeling,2,2
3989,3989,4767,Trip Advisor,Jhar548,4/26/2017,April,2017,One of the nice place to visit in Bangalore,"Though its temple, I could see lot of people visit as a sight seeing. Nice place. A good built in peaceful atmosphere.",4,POSITIVE,temple lot visit sight nice place built peaceful atmosphere,2,3
3990,3990,3913,Trip Advisor,emanurag,12/24/2016,December,2016,Peace full everytime you visit,"Though the place is highly commercialized but for the services to run, its justified. The place is host of many tiny delights with the aura and the food served is delicious.",4,POSITIVE,place highly commercialized service run justified place host tiny delight aura food served delicious,0,2
3991,3991,3184,Trip Advisor,Akash G,7/24/2016,July,2016,Nice place for religious as well as architecture lovers,"Though there is nothing much to see in Bangalore, but ISKCON temple is really a charm to see. The beautiful designs of temple, statues and pavements are must see",5,POSITIVE,bangalore iskcon temple charm beautiful design temple statue pavement,3,0
3992,3992,3966,Google + HK HILL,shankar m,12/27/2016,December,2016,,TMW,5,POSITIVE,tmw,0,0
3993,3993,96,Facebook,Varun Jude,3/24/2015,March,2015,,To much problem for Parking all ask for Money,1,NEGATIVE,problem parking money,1,0
3994,3994,4478,Facebook,Shukla Kamlesh,3/21/2017,March,2017,,"To my mind Iskcon Temple Bangalore is one of the best Hare Rama Hare Krishna Temple which I have visited. Lord Krishna is same every where but when I say excellent means decor of temple, infrastructure, cleanliness, temple staff behavior, discipline, security etc. So far I have visited Iskcon Vrindavan, Delhi, Mumbai, Kanpur, Haridwar & Bangalore. I found Bangalore is more organized. Others to learn.",5,POSITIVE,mind iskcon temple bangalore hare rama hare krishna temple visited lord krishna excellent mean decor temple infrastructure cleanliness temple staff behavior discipline security visited iskcon vrindavan delhi mumbai kanpur haridwar bangalore found bangalore organized learn,3,1
3995,3995,4570,Facebook,Amarath Singh Isali,4/1/2017,April,2017,,"To my mind Iskcon Temple Bangalore is one of the best Hare Rama Hare Krishna Temple which I have visited. Lord Krishna is same every where but when I say excellent means decor of temple, infrastructure, cleanliness, temple staff behavior, discipline, security etc. So far I have visited Iskcon Vrindavan, Delhi, Mumbai, Kanpur, Haridwar & Bangalore. I found Bangalore is more organised. Others to learn.",5,POSITIVE,mind iskcon temple bangalore hare rama hare krishna temple visited lord krishna excellent mean decor temple infrastructure cleanliness temple staff behavior discipline security visited iskcon vrindavan delhi mumbai kanpur haridwar bangalore found bangalore organised learn,3,1
3996,3996,4577,Facebook,Saikumar Muppa,4/5/2017,April,2017,,"To my mind Iskcon Temple Bangalore is one of the best Hare Rama Hare Krishna Temple which I have visited. Lord Krishna is same every where but when I say excellent means decor of temple, infrastructure, cleanliness, temple staff behavior, discipline, security etc.",5,POSITIVE,mind iskcon temple bangalore hare rama hare krishna temple visited lord krishna excellent mean decor temple infrastructure cleanliness temple staff behavior discipline security,3,1
